;symbol;priceChange;priceChangePercent;weightedAvgPrice;prevClosePrice;lastPrice;lastQty;bidPrice;bidQty;askPrice;askQty;openPrice;highPrice;lowPrice;volume;quoteVolume;openTime;closeTime;firstId;lastId;count
488;CELRBNB;-0,00000560;-2,113;0,00026362;0,00026510;0,00025940;575,00000000;0,00025790;8500,00000000;0,00025930;578,00000000;0,00026500;0,00026940;0,00025480;7618005,00000000;2008,22855960;1577944743743;1578031143743;898134;898690;557
489;CELRBTC;-0,00000001;-2,000;0,00000049;0,00000050;0,00000049;9664038,00000000;0,00000048;65885396,00000000;0,00000049;1505759,00000000;0,00000050;0,00000051;0,00000048;158106656,00000000;77,31503552;1577945093101;1578031493101;4240102;4241417;1316
490;CELRUSDT;-0,00009000;-2,500;0,00345842;0,00359000;0,00351000;100455,10000000;0,00350000;26351,20000000;0,00351000;253932,50000000;0,00360000;0,00363000;0,00331000;38606068,40000000;133516,03672100;1577945097871;1578031497871;3111817;3113588;1772
491;ADAPAX;0,00051000;1,545;0,03286354;0,03290000;0,03352000;1255,10000000;0,03374000;5969,30000000;0,03389000;1292,70000000;0,03301000;0,03406000;0,03229000;84583,60000000;2779,71647300;1577944989623;1578031389623;65854;65900;47
492;ADAUSDC;0,00088000;2,673;0,03277431;0,03290000;0,03380000;600,00000000;0,03371000;1190,50000000;0,03387000;740,30000000;0,03292000;0,03400000;0,03202000;755835,50000000;24771,98471500;1577945105574;1578031505574;202800;203002;203
493;NEOPAX;-0,06000000;-0,697;8,52479636;8,61000000;8,55000000;3,05300000;8,44900000;24,71300000;9,28600000;32,96500000;8,61000000;8,67000000;8,41400000;191,61200000;1633,45328100;1577945080743;1578031480743;41900;41913;14
494;NEOUSDC;0,10500000;1,220;8,54962627;8,60800000;8,71300000;3,45800000;8,70600000;34,45900000;8,74900000;63,79800000;8,60800000;8,72300000;8,31900000;2198,58300000;18797,06296400;1577945105735;1578031505735;101429;101606;178
495;DASHBNB;0,01900000;0,623;3,07196967;3,03500000;3,06800000;0,57900000;3,05200000;0,57900000;3,06900000;0,89300000;3,04900000;3,10400000;3,03500000;577,62300000;1774,44033400;1577945087008;1578031487008;195700;196120;421
496;DASHUSDT;0,43000000;1,049;40,69834249;41,02000000;41,42000000;5,20200000;41,41000000;7,43356000;41,43000000;1,26486000;40,99000000;41,74000000;39,93000000;20169,03624000;820846,34450460;1577945097393;1578031497393;1277459;1282985;5527
497;NANOUSDT;-0,01840000;-2,779;0,63875615;0,66590000;0,64360000;16,60000000;0,64250000;378,75000000;0,64710000;30,00000000;0,66200000;0,66850000;0,62140000;130477,89000000;83343,55525600;1577945078440;1578031478440;953788;954746;959
498;OMGBNB;-0,00088000;-1,930;0,04554295;0,04510000;0,04472000;21,70000000;0,04464000;2963,80000000;0,04507000;3,00000000;0,04560000;0,04642000;0,04472000;4882,00000000;222,34066800;1577945100989;1578031500989;74148;74284;137
499;OMGUSDT;-0,01050000;-1,703;0,59893161;0,61770000;0,60600000;451,44000000;0,60720000;815,31000000;0,60920000;840,82000000;0,61650000;0,61760000;0,58370000;142937,80000000;85609,96658200;1577945095335;1578031495335;604758;605336;579
500;THETAUSDT;-0,00052000;-0,606;0,08633765;0,08554000;0,08527000;131,30000000;0,08519000;740,00000000;0,08582000;544,50000000;0,08579000;0,09099000;0,08210000;2306851,80000000;199168,15682800;1577945101008;1578031501008;647806;649262;1457
501;ENJUSDT;-0,00236000;-2,998;0,07525622;0,07876000;0,07636000;760,80000000;0,07614000;6536,10000000;0,07636000;21242,00000000;0,07872000;0,07912000;0,07225000;5143624,80000000;387089,74742800;1577945100483;1578031500483;907027;909731;2705
502;MITHUSDT;-0,00021000;-2,834;0,00711273;0,00742000;0,00720000;6696,80000000;0,00717000;36700,40000000;0,00720000;45267,20000000;0,00741000;0,00752000;0,00682000;15883309,30000000;112973,71073900;1577945063143;1578031463143;793566;794492;927
503;MATICBNB;-0,00002800;-2,483;0,00112913;0,00112700;0,00109950;2062,00000000;0,00109920;9951,00000000;0,00110180;9951,00000000;0,00112750;0,00116960;0,00108210;24474342,00000000;27634,71131190;1577945103065;1578031503065;2209487;2213685;4199
504;MATICBTC;-0,00000008;-3,738;0,00000213;0,00000213;0,00000206;300,00000000;0,00000206;1449441,00000000;0,00000207;1238471,00000000;0,00000214;0,00000221;0,00000203;803848061,00000000;1715,07274464;1577945099212;1578031499212;9180545;9214669;34125
505;MATICUSDT;-0,00033000;-2,167;0,01502737;0,01522000;0,01490000;51841,40000000;0,01489000;43017,80000000;0,01491000;43524,10000000;0,01523000;0,01578000;0,01417000;647399170,10000000;9728708,91779000;1577945100587;1578031500587;6123732;6148380;24649
506;ATOMBNB;-0,00690000;-2,175;0,31271816;0,31750000;0,31030000;8,67000000;0,31020000;140,07000000;0,31140000;12,90000000;0,31720000;0,32070000;0,30520000;27601,43000000;8631,46829000;1577945105046;1578031505046;610735;612449;1715
507;ATOMBTC;-0,00001470;-2,452;0,00058920;0,00059960;0,00058470;4,21000000;0,00058400;970,29000000;0,00058470;10,62000000;0,00059940;0,00060170;0,00057360;436416,18000000;257,13611545;1577945095824;1578031495824;4407686;4416558;8873
508;ATOMUSDT;-0,06600000;-1,542;4,14578800;4,28500000;4,21500000;457,99600000;4,21100000;668,70800000;4,21500000;542,00400000;4,28100000;4,30400000;3,99000000;1010852,09000000;4190778,46049000;1577945098844;1578031498844;3404664;3415068;10405
509;ATOMUSDC;-0,07000000;-1,641;4,13728521;4,26500000;4,19500000;3,21600000;4,19000000;10,02100000;4,20800000;9,36400000;4,26500000;4,27500000;3,98600000;9657,18400000;39954,52449100;1577945089222;1578031489222;86990;87488;499
510;ATOMPAX;0,00000000;0;0;3,17800000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974048564;1576060448564;-1;-1;0
511;ATOMTUSD;-0,34300000;-7,648;4,04385442;4,35400000;4,14200000;6,25500000;4,18700000;51,45500000;4,49200000;17,28700000;4,48500000;4,50000000;3,90200000;938,17800000;3793,85525200;1577944770062;1578031170062;31799;31825;27
512;ETCUSDC;0,00000000;0;0;4,71000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974049027;1576060449027;-1;-1;0
513;ETCPAX;0,00000000;0;0;4,83800000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974049457;1576060449457;-1;-1;0
514;ETCTUSD;0,12700000;3,462;3,72822515;3,68000000;3,79500000;20,24700000;0,00000000;0,00000000;0,00000000;0,00000000;3,66800000;3,79500000;3,66800000;642,87100000;2396,76783300;1576742672049;1576829072049;17809;17831;23
515;BATUSDC;-0,00120000;-0,635;0,18653249;0,19000000;0,18770000;7152,69000000;0,18650000;1484,56000000;0,18800000;2534,24000000;0,18890000;0,19510000;0,17950000;112788,93000000;21038,80022300;1577945102966;1578031502966;83374;83684;311
516;BATPAX;-0,01180000;-6,076;0,18975341;0,18780000;0,18240000;820,52000000;0,18470000;58,73000000;0,18850000;2213,26000000;0,19420000;0,19420000;0,18210000;3095,22000000;587,32853900;1577944562990;1578030962990;30494;30501;8
517;BATTUSD;-0,00110000;-0,584;0,18525271;0,19100000;0,18730000;2144,41000000;0,18520000;604,90000000;0,18820000;3583,39000000;0,18840000;0,19200000;0,18170000;32773,40000000;6071,36106900;1577944821740;1578031221740;40601;40641;41
518;PHBBNB;0,00000320;1,186;0,00027484;0,00026810;0,00027310;6100,00000000;0,00027250;6739,00000000;0,00027310;3151,00000000;0,00026990;0,00028090;0,00026910;589291,00000000;161,95914960;1577938364103;1578024764103;239302;239365;64
519;PHBBTC;0,00000001;1,961;0,00000052;0,00000052;0,00000052;108,00000000;0,00000051;3372020,00000000;0,00000052;5063607,00000000;0,00000051;0,00000053;0,00000051;40914798,00000000;21,13915067;1577945064510;1578031464510;1659200;1659935;736
520;PHBUSDC;0,00000000;0;0;0,00587000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974052197;1576060452197;-1;-1;0
521;PHBTUSD;-0,00025000;-6,562;0,00395729;0,00370000;0,00356000;4515,00000000;0,00353000;16072,10000000;0,00394000;45738,00000000;0,00381000;0,00403000;0,00356000;242591,70000000;960,00510400;1577945105612;1578031505612;35545;35553;9
522;PHBPAX;0,00000000;0;0;0,00639000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974052706;1576060452706;-1;-1;0
523;TFUELBNB;-0,00000010;-0,057;0,00017547;0,00017590;0,00017510;15750,00000000;0,00017440;205233,00000000;0,00017590;8243,00000000;0,00017520;0,00017830;0,00017290;1309685,00000000;229,81036710;1577945102265;1578031502265;241184;241323;140
524;TFUELBTC;0,00000000;0,000;0,00000033;0,00000033;0,00000033;841,00000000;0,00000032;11126586,00000000;0,00000033;1771183,00000000;0,00000033;0,00000034;0,00000032;14478814,00000000;4,76603144;1577945096147;1578031496147;1076225;1076489;265
525;TFUELUSDT;0,00000800;0,339;0,00233255;0,00238200;0,00236900;71509,00000000;0,00236900;198331,00000000;0,00237700;29373,00000000;0,00236100;0,00238200;0,00226100;7749521,10000000;18076,13322100;1577945086773;1578031486773;815693;815946;254
526;TFUELUSDC;0,00000000;0;0;0,00356500;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974053331;1576060453331;-1;-1;0
527;TFUELTUSD;0,00000000;0;0;0,00307700;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974053470;1576060453470;-1;-1;0
528;TFUELPAX;0,00000000;0;0;0,00348700;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974053475;1576060453475;-1;-1;0
529;ONEBNB;0,00001140;3,328;0,00035339;0,00034250;0,00035390;4831,00000000;0,00035320;6608,00000000;0,00035490;5700,00000000;0,00034250;0,00037490;0,00034200;18941327,00000000;6693,61724290;1577945091068;1578031491068;1655558;1658056;2499
530;ONEBTC;0,00000003;4,688;0,00000067;0,00000064;0,00000067;1402786,00000000;0,00000066;12549578,00000000;0,00000067;2527377,00000000;0,00000064;0,00000070;0,00000064;194848468,00000000;129,76724232;1577945105034;1578031505034;3466454;3470122;3669
531;ONEUSDT;0,00015000;3,233;0,00466889;0,00464000;0,00479000;98257,00000000;0,00479000;31765,70000000;0,00480000;43371,90000000;0,00464000;0,00492000;0,00448000;87763825,80000000;409759,36488900;1577945104433;1578031504433;2633869;2636786;2918
532;ONETUSD;0,00000000;0;0;0,00472000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974055826;1576060455826;-1;-1;0
533;ONEPAX;0,00000000;0;0;0,00496000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974056230;1576060456230;-1;-1;0
534;ONEUSDC;0,00009000;1,927;0,00465980;0,00460000;0,00476000;5524,80000000;0,00475000;151175,70000000;0,00482000;8045,60000000;0,00467000;0,00484000;0,00450000;548329,40000000;2555,10361500;1577945102616;1578031502616;61325;61372;48
535;FTMBNB;-0,00001700;-2,182;0,00077930;0,00077300;0,00076200;142,00000000;0,00076300;3193,00000000;0,00076800;12341,00000000;0,00077900;0,00080200;0,00075800;608773,00000000;474,41874800;1577945025805;1578031425805;234859;235151;293
536;FTMBTC;-0,00000004;-2,721;0,00000146;0,00000146;0,00000143;46844,00000000;0,00000143;316426,00000000;0,00000144;56453,00000000;0,00000147;0,00000151;0,00000141;24040975,00000000;35,20691725;1577945103187;1578031503187;2025371;2027697;2327
537;FTMUSDT;-0,00020000;-1,898;0,01030227;0,01045000;0,01034000;2800,00000000;0,01035000;25891,30000000;0,01041000;15067,70000000;0,01054000;0,01065000;0,01008000;8147864,60000000;83941,47712400;1577945074660;1578031474660;842717;843481;765
538;FTMTUSD;0,00000000;0;0;0,01095000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974058005;1576060458005;-1;-1;0
539;FTMPAX;0,00000000;0;0;0,01028000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974059407;1576060459407;-1;-1;0
540;FTMUSDC;0,00009000;0,864;0,01025829;0,01042000;0,01051000;23580,60000000;0,01019000;199673,50000000;0,01065000;7577,90000000;0,01042000;0,01051000;0,01000000;275639,20000000;2827,58806400;1577945029340;1578031429340;20240;20271;32
541;BTCBBTC;0,00000000;0;0;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974060175;1576060460175;-1;-1;0
542;BCPTTUSD;0,00000000;0;0;0,02606000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974060360;1576060460360;-1;-1;0
543;BCPTPAX;0,00000000;0;0;0,02761000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974060748;1576060460748;-1;-1;0
544;BCPTUSDC;0,00000000;0;0;0,02728000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974061193;1576060461193;-1;-1;0
545;ALGOBNB;0,00038000;2,363;0,01643568;0,01612000;0,01646000;8475,30000000;0,01647000;642,00000000;0,01653000;191,40000000;0,01608000;0,01734000;0,01599000;445261,00000000;7318,16803500;1577945104204;1578031504204;455142;457971;2830
546;ALGOBTC;0,00000052;1,704;0,00003133;0,00003048;0,00003104;108,00000000;0,00003103;809,00000000;0,00003104;577,00000000;0,00003052;0,00003282;0,00003020;2986663,00000000;93,57346506;1577945105150;1578031505150;3009498;3017967;8470
547;ALGOUSDT;0,00640000;2,944;0,21988330;0,21810000;0,22380000;2233,13000000;0,22330000;4258,25000000;0,22380000;568,19000000;0,21740000;0,22800000;0,21060000;4105902,99000000;902819,50158200;1577945089114;1578031489114;2551785;2559143;7359
548;ALGOTUSD;0,00800000;3,687;0,21681581;0,21700000;0,22500000;3729,73000000;0,22260000;780,28000000;0,22410000;895,00000000;0,21700000;0,22650000;0,21100000;442397,31000000;95918,73032000;1577945085644;1578031485644;82234;83049;816
549;ALGOPAX;0,00810000;3,748;0,21964594;0,21910000;0,22420000;764,42000000;0,22250000;769,77000000;0,22580000;2065,37000000;0,21610000;0,22700000;0,21200000;30404,79000000;6678,28864100;1577945098322;1578031498322;14639;14685;47
550;ALGOUSDC;0,00880000;4,067;0,21796789;0,21710000;0,22520000;273,91000000;0,22260000;454,08000000;0,22460000;1584,71000000;0,21640000;0,22700000;0,21100000;70907,77000000;15455,61714500;1577945100975;1578031500975;66397;66769;373
551;USDSBUSDT;0,00000000;0;0;0,99970000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974062513;1576060462513;-1;-1;0
552;USDSBUSDS;0,00000000;0;0;0,99990000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974062812;1576060462812;-1;-1;0
553;GTOUSDT;0,00002000;0,221;0,00897181;0,00903000;0,00905000;14153,20000000;0,00899000;1361,20000000;0,00910000;16536,20000000;0,00903000;0,00939000;0,00857000;5263255,40000000;47220,90510800;1577945005950;1578031405950;138059;138651;593
554;GTOPAX;0,00000000;0;0;0,01361000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974062891;1576060462891;-1;-1;0
555;GTOTUSD;0,00000000;0;0;0,01236000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974062994;1576060462994;-1;-1;0
556;GTOUSDC;0,00000000;0;0;0,01196000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974063065;1576060463065;-1;-1;0
557;ERDBNB;-0,00000479;-3,553;0,00013055;0,00013532;0,00013003;3963,00000000;0,00012946;65920,00000000;0,00013007;382320,00000000;0,00013482;0,00013681;0,00012609;31419297,00000000;4101,80535712;1577945102577;1578031502577;473413;474227;815
558;ERDBTC;-0,00000002;-7,692;0,00000024;0,00000026;0,00000024;415329,00000000;0,00000024;168987715,00000000;0,00000025;82376281,00000000;0,00000026;0,00000026;0,00000023;395748088,00000000;96,48067891;1577945043405;1578031443405;867690;868840;1151
559;ERDUSDT;-0,00007110;-3,886;0,00174350;0,00182850;0,00175850;145850,00000000;0,00175760;59174,00000000;0,00175910;98495,00000000;0,00182960;0,00184320;0,00164890;475123855,00000000;828378,83229330;1577945089462;1578031489462;1343498;1350501;7004
560;ERDPAX;0,00000000;0;0;0,00125270;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974063746;1576060463746;-1;-1;0
561;ERDUSDC;0,00000000;0;0;0,00135730;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974063773;1576060463773;-1;-1;0
562;DOGEBNB;-0,00000113;-0,752;0,00015081;0,00015032;0,00014915;7004,00000000;0,00014891;810,00000000;0,00014990;15206,00000000;0,00015028;0,00015418;0,00014823;5072076,00000000;764,90847968;1577945042202;1578031442202;115938;116459;522
563;DOGEBTC;0,00000000;0,000;0,00000028;0,00000028;0,00000029;90,00000000;0,00000028;1970009,00000000;0,00000029;97916056,00000000;0,00000029;0,00000029;0,00000028;154912016,00000000;43,73360561;1577945097337;1578031497337;261728;263082;1355
564;DOGEUSDT;-0,00000950;-0,468;0,00199028;0,00202810;0,00201850;330154,00000000;0,00201290;459455,00000000;0,00201850;145755,00000000;0,00202800;0,00204000;0,00194850;170504853,00000000;339352,59706990;1577945102636;1578031502636;399039;401668;2630
565;DOGEPAX;0,00000000;0;0;0,00216820;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974064418;1576060464418;-1;-1;0
566;DOGEUSDC;0,00000000;0;0;0,00212770;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974064645;1576060464645;-1;-1;0
567;DUSKBNB;-0,00017000;-5,537;0,00299666;0,00307000;0,00290000;4335,90000000;0,00290000;261,70000000;0,00292000;1087,80000000;0,00307000;0,00311000;0,00290000;344434,60000000;1032,15274700;1577945049375;1578031449375;128742;129118;377
568;DUSKBTC;-0,00000036;-6,175;0,00000562;0,00000581;0,00000547;25,00000000;0,00000545;28215,00000000;0,00000547;991,00000000;0,00000583;0,00000583;0,00000541;7196411,00000000;40,42184015;1577945063643;1578031463643;2014068;2016977;2910
569;DUSKUSDT;-0,00220000;-5,301;0,03954038;0,04150000;0,03930000;8551,97000000;0,03930000;2790,92000000;0,03940000;2500,00000000;0,04150000;0,04160000;0,03750000;6179885,42000000;244355,03757300;1577945084636;1578031484636;671309;672575;1267
570;DUSKUSDC;-0,00220000;-5,327;0,03946320;0,04180000;0,03910000;3171,35000000;0,03900000;56071,70000000;0,03940000;6654,56000000;0,04130000;0,04130000;0,03780000;312412,53000000;12328,79951900;1577945063692;1578031463692;37170;37270;101
571;DUSKPAX;-0,00230000;-5,583;0,03952313;0,04150000;0,03890000;9650,55000000;0,03900000;33971,62000000;0,03940000;6648,49000000;0,04120000;0,04120000;0,03790000;281688,33000000;11133,20514200;1577945063821;1578031463821;29748;29835;88
572;BGBPUSDC;-0,02230000;-1,681;1,30757298;1,32630000;1,30390000;2856,01000000;1,29920000;98775,37000000;1,32110000;196,36000000;1,32620000;1,32870000;1,30060000;4855,82000000;6349,33900800;1577945035503;1578031435503;3042;3061;20
573;ANKRBNB;0,00000260;2,469;0,00010555;0,00010450;0,00010790;13300,00000000;0,00010580;43670,00000000;0,00010790;290088,00000000;0,00010530;0,00010840;0,00010400;3823778,00000000;403,58136380;1577944225151;1578030625151;200736;200878;143
574;ANKRBTC;0,00000001;5,000;0,00000020;0,00000020;0,00000021;500,00000000;0,00000020;5897544,00000000;0,00000021;16143096,00000000;0,00000020;0,00000021;0,00000019;34550471,00000000;6,90428482;1577944769918;1578031169918;259052;259490;439
575;ANKRUSDT;0,00001600;1,123;0,00141025;0,00142300;0,00144100;9036,00000000;0,00143500;853367,00000000;0,00144700;45908,00000000;0,00142500;0,00145800;0,00137800;17180490,00000000;24228,72472100;1577945104402;1578031504402;326603;327464;862
576;ANKRTUSD;0,00000000;0;0;0,00212800;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974067819;1576060467819;-1;-1;0
577;ANKRPAX;0,00000000;0;0;0,00209300;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974067831;1576060467831;-1;-1;0
578;ANKRUSDC;0,00000000;0;0;0,00209700;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974067895;1576060467895;-1;-1;0
579;ONTPAX;-0,01000000;-1,955;0,50533875;0,51680000;0,50160000;338,69000000;0,49340000;28,45000000;0,54670000;310,96000000;0,51160000;0,51160000;0,49920000;7872,79000000;3978,42583600;1577944230888;1578030630888;44345;44382;38
580;ONTUSDC;-0,00340000;-0,661;0,50201418;0,51110000;0,51110000;619,00000000;0,50970000;176,81000000;0,51230000;218,89000000;0,51450000;0,52070000;0,49270000;13032,84000000;6542,67052200;1577945102897;1578031502897;44554;44636;83
581;WINBNB;-0,00000021;-3,070;0,00000682;0,00000685;0,00000663;8165812,00000000;0,00000662;4089219,00000000;0,00000664;225000,00000000;0,00000684;0,00000702;0,00000659;2665863414,00000000;18177,73744507;1577945103362;1578031503362;1255046;1262031;6986
582;WINBTC;0,00000000;0;0;0,00000001;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974069309;1576060469309;-1;-1;0
583;WINUSDT;-0,00000280;-3,020;0,00009047;0,00009270;0,00008990;45506257,00000000;0,00008960;11614124,00000000;0,00009000;15270199,00000000;0,00009270;0,00009390;0,00008710;73119225255,00000000;6615227,05226040;1577945106008;1578031506008;2160494;2166988;6495
584;WINUSDC;-0,00000250;-2,709;0,00008974;0,00009230;0,00008980;291767,00000000;0,00008920;9296593,00000000;0,00009100;948082,00000000;0,00009230;0,00009710;0,00008580;1782099576,00000000;159921,58946510;1577945102682;1578031502682;505124;508268;3145
585;COSBNB;-0,00001600;-2,336;0,00068138;0,00068900;0,00066900;224,00000000;0,00066700;38960,00000000;0,00067600;222,00000000;0,00068500;0,00069000;0,00066100;113240,00000000;77,15932400;1577944985925;1578031385925;124689;124736;48
586;COSBTC;-0,00000003;-2,308;0,00000128;0,00000131;0,00000127;336,00000000;0,00000126;38961,00000000;0,00000127;179413,00000000;0,00000130;0,00000130;0,00000125;8221144,00000000;10,54535725;1577945000249;1578031400249;1353973;1354507;535
587;COSUSDT;-0,00027000;-2,888;0,00907129;0,00933000;0,00908000;1217,30000000;0,00908000;1217,30000000;0,00912000;1325,10000000;0,00935000;0,00935000;0,00874000;3519860,90000000;31929,69332000;1577944828373;1578031228373;488104;489146;1043
588;TUSDBTUSD;0,00000000;0;0;0,99750000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974071819;1576060471819;-1;-1;0
589;NPXSUSDT;0,00000010;0,081;0,00012215;0,00012350;0,00012350;137381,00000000;0,00012310;408508,00000000;0,00012380;306874,00000000;0,00012340;0,00012520;0,00011270;928911964,00000000;113468,76545870;1577945102368;1578031502368;617719;619696;1978
590;NPXSUSDC;0,00000000;0;0;0,00017020;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974073772;1576060473772;-1;-1;0
591;COCOSBNB;-0,00000060;-1,408;0,00004241;0,00004240;0,00004200;86045,00000000;0,00004190;102104,00000000;0,00004210;26969,00000000;0,00004260;0,00004300;0,00004130;7719245,00000000;327,38970400;1577945091314;1578031491314;79044;79285;242
592;COCOSBTC;0,00000000;0,000;0,00000008;0,00000008;0,00000008;337686,00000000;0,00000007;398771292,00000000;0,00000008;3535926,00000000;0,00000008;0,00000009;0,00000007;325145861,00000000;26,00937062;1577945064095;1578031464095;114736;115197;462
593;COCOSUSDT;-0,00000800;-1,389;0,00056544;0,00057400;0,00056800;2254304,00000000;0,00056700;204659,00000000;0,00056800;170762,00000000;0,00057600;0,00058100;0,00054000;378186119,00000000;213841,82879900;1577945024063;1578031424063;368454;371039;2586
594;MTLUSDT;-0,00880000;-3,848;0,21835245;0,22930000;0,21990000;1,34000000;0,21870000;210,93000000;0,21990000;99,69000000;0,22870000;0,22950000;0,20580000;1330217,16000000;290456,17935800;1577945096816;1578031496816;248441;256886;8446
595;TOMOBNB;-0,00072000;-2,257;0,03239153;0,03212000;0,03118000;10,80000000;0,03097000;16,70000000;0,03115000;96,90000000;0,03190000;0,03411000;0,03062000;103920,70000000;3366,15073800;1577945063538;1578031463538;441431;443212;1782
596;TOMOBTC;-0,00000207;-3,427;0,00006103;0,00006042;0,00005834;500,00000000;0,00005834;244,00000000;0,00005843;3318,00000000;0,00006041;0,00006440;0,00005750;6644835,00000000;405,54519528;1577945104215;1578031504215;3451898;3474605;22708
597;TOMOUSDT;-0,01220000;-2,809;0,43289771;0,43440000;0,42210000;5376,28000000;0,42010000;4173,00000000;0,42190000;228,02000000;0,43430000;0,45970000;0,40740000;2328924,23000000;1008185,97310800;1577945104601;1578031504601;1312342;1319271;6930
598;TOMOUSDC;-0,01640000;-3,810;0,43044606;0,43630000;0,41410000;456,06000000;0,41420000;47,78000000;0,44860000;1415,52000000;0,43050000;0,45100000;0,40740000;8598,01000000;3700,97956700;1577944662013;1578031062013;36696;36761;66
599;PERLBNB;0,00002400;1,580;0,00157061;0,00151900;0,00154300;2238,00000000;0,00154100;1400,00000000;0,00154900;6032,00000000;0,00151900;0,00160900;0,00151600;602360,00000000;946,07046500;1577945091743;1578031491743;221545;222060;516
600;PERLBTC;0,00000002;0,694;0,00000293;0,00000286;0,00000290;5000,00000000;0,00000289;1750,00000000;0,00000291;55312,00000000;0,00000288;0,00000301;0,00000286;11503462,00000000;33,71167534;1577945105997;1578031505997;865781;868029;2249
601;PERLUSDC;0,00000000;0;0;0,02447000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1575974079821;1576060479821;-1;-1;0
